feature_mode,dimensions,case_id,time_s,direct_cosine_max_error,explicit_interference_max_error,answer_invariant,key_energy,key_energy_error
words,1024,q03,1.0,4.440892098500626e-16,4.440892098500626e-16,True,40.0,0.0
words,1024,q03,1234.5,4.440892098500626e-16,4.440892098500626e-16,True,40.0,0.0
words,1024,q03,1000000000000.0,4.440892098500626e-16,4.440892098500626e-16,True,40.0,0.0
words,4096,q01,0.0,2.55351295663786e-15,2.55351295663786e-15,True,40.0,0.0
words,4096,q01,0.0137,2.55351295663786e-15,2.55351295663786e-15,True,40.0,0.0
words,4096,q01,1.0,2.55351295663786e-15,2.55351295663786e-15,True,40.0,0.0
words,4096,q01,1234.5,2.55351295663786e-15,2.55351295663786e-15,True,40.0,0.0
words,4096,q01,1000000000000.0,2.55351295663786e-15,2.55351295663786e-15,True,40.0,0.0
words,4096,q02,0.0,6.106226635438361e-16,7.216449660063518e-16,True,40.0,0.0
words,4096,q02,0.0137,6.106226635438361e-16,7.216449660063518e-16,True,40.0,0.0
words,4096,q02,1.0,6.106226635438361e-16,7.216449660063518e-16,True,40.0,0.0
words,4096,q02,1234.5,6.106226635438361e-16,7.216449660063518e-16,True,40.0,0.0
words,4096,q02,1000000000000.0,6.106226635438361e-16,7.216449660063518e-16,True,40.0,0.0
words,4096,q03,0.0,7.771561172376096e-16,7.771561172376096e-16,True,40.0,0.0
words,4096,q03,0.0137,7.771561172376096e-16,7.771561172376096e-16,True,40.0,0.0
words,4096,q03,1.0,7.771561172376096e-16,7.771561172376096e-16,True,40.0,0.0
words,4096,q03,1234.5,7.771561172376096e-16,7.771561172376096e-16,True,40.0,0.0
words,4096,q03,1000000000000.0,7.771561172376096e-16,7.771561172376096e-16,True,40.0,0.0
words,16384,q01,0.0,1.3322676295501878e-15,1.2212453270876722e-15,True,40.0,0.0
words,16384,q01,0.0137,1.3322676295501878e-15,1.2212453270876722e-15,True,40.0,0.0
words,16384,q01,1.0,1.3322676295501878e-15,1.2212453270876722e-15,True,40.0,0.0
words,16384,q01,1234.5,1.3322676295501878e-15,1.2212453270876722e-15,True,40.0,0.0
words,16384,q01,1000000000000.0,1.3322676295501878e-15,1.2212453270876722e-15,True,40.0,0.0
words,16384,q02,0.0,1.1657341758564144e-15,1.1657341758564144e-15,True,40.0,0.0
words,16384,q02,0.0137,1.1657341758564144e-15,1.1657341758564144e-15,True,40.0,0.0
words,16384,q02,1.0,1.1657341758564144e-15,1.1657341758564144e-15,True,40.0,0.0
words,16384,q02,1234.5,1.1657341758564144e-15,1.1657341758564144e-15,True,40.0,0.0
words,16384,q02,1000000000000.0,1.1657341758564144e-15,1.1657341758564144e-15,True,40.0,0.0
words,16384,q03,0.0,3.4416913763379853e-15,3.3861802251067274e-15,True,40.0,0.0
words,16384,q03,0.0137,3.4416913763379853e-15,3.3861802251067274e-15,True,40.0,0.0
words,16384,q03,1.0,3.4416913763379853e-15,3.3861802251067274e-15,True,40.0,0.0
words,16384,q03,1234.5,3.4416913763379853e-15,3.3861802251067274e-15,True,40.0,0.0
words,16384,q03,1000000000000.0,3.4416913763379853e-15,3.3861802251067274e-15,True,40.0,0.0
hybrid,256,q01,0.0,6.661338147750939e-16,6.661338147750939e-16,True,40.0,0.0
hybrid,256,q01,0.0137,6.661338147750939e-16,6.661338147750939e-16,True,40.0,0.0
hybrid,256,q01,1.0,6.661338147750939e-16,6.661338147750939e-16,True,40.0,0.0
hybrid,256,q01,1234.5,6.661338147750939e-16,6.661338147750939e-16,True,40.0,0.0
hybrid,256,q01,1000000000000.0,6.661338147750939e-16,6.661338147750939e-16,True,40.0,0.0
hybrid,256,q02,0.0,2.220446049250313e-16,3.3306690738754696e-16,True,40.0,0.0
hybrid,256,q02,0.0137,2.220446049250313e-16,3.3306690738754696e-16,True,40.0,0.0
hybrid,256,q02,1.0,2.220446049250313e-16,3.3306690738754696e-16,True,40.0,0.0
hybrid,256,q02,1234.5,2.220446049250313e-16,3.3306690738754696e-16,True,40.0,0.0
hybrid,256,q02,1000000000000.0,2.220446049250313e-16,3.3306690738754696e-16,True,40.0,0.0
hybrid,256,q03,0.0,1.1102230246251565e-16,2.220446049250313e-16,True,40.0,0.0
hybrid,256,q03,0.0137,1.1102230246251565e-16,2.220446049250313e-16,True,40.0,0.0
hybrid,256,q03,1.0,1.1102230246251565e-16,2.220446049250313e-16,True,40.0,0.0
hybrid,256,q03,1234.5,1.1102230246251565e-16,2.220446049250313e-16,True,40.0,0.0
hybrid,256,q03,1000000000000.0,1.1102230246251565e-16,2.220446049250313e-16,True,40.0,0.0
hybrid,1024,q01,0.0,5.551115123125783e-16,5.551115123125783e-16,True,40.0,0.0
hybrid,1024,q01,0.0137,5.551115123125783e-16,5.551115123125783e-16,True,40.0,0.0
hybrid,1024,q01,1.0,5.551115123125783e-16,5.551115123125783e-16,True,40.0,0.0
hybrid,1024,q01,1234.5,5.551115123125783e-16,5.551115123125783e-16,True,40.0,0.0
hybrid,1024,q01,1000000000000.0,5.551115123125783e-16,5.551115123125783e-16,True,40.0,0.0
