feature_mode,dimensions,case_id,time_s,direct_cosine_max_error,explicit_interference_max_error,answer_invariant,key_energy,key_energy_error
words,4096,q01,1000000000000.0,1.1102230246251565e-16,2.220446049250313e-16,True,40.0,0.0
words,4096,q02,0.0,4.7704895589362195e-17,1.1722935989999517e-16,True,40.0,0.0
words,4096,q02,0.0137,4.92227786308419e-17,1.1752751549742868e-16,True,40.0,0.0
words,4096,q02,1.0,5.0306980803327406e-17,1.1687699419393738e-16,True,40.0,0.0
words,4096,q02,1234.5,4.450649918052996e-17,1.183406671267928e-16,True,40.0,0.0
words,4096,q02,1000000000000.0,4.7704895589362195e-17,1.1722935989999517e-16,True,40.0,0.0
words,4096,q03,0.0,1.1102230246251565e-16,2.203098814490545e-16,True,40.0,0.0
words,4096,q03,0.0137,1.1102230246251565e-16,2.237793284010081e-16,True,40.0,0.0
words,4096,q03,1.0,1.1102230246251565e-16,2.237793284010081e-16,True,40.0,0.0
words,4096,q03,1234.5,1.1102230246251565e-16,2.237793284010081e-16,True,40.0,0.0
words,4096,q03,1000000000000.0,1.1102230246251565e-16,2.203098814490545e-16,True,40.0,0.0
words,16384,q01,0.0,6.071532165918825e-18,3.885780586188048e-16,True,40.0,0.0
words,16384,q01,0.0137,5.2583805365546965e-18,3.885780586188048e-16,True,40.0,0.0
words,16384,q01,1.0,1.1102230246251565e-16,3.885780586188048e-16,True,40.0,0.0
words,16384,q01,1234.5,1.1102230246251565e-16,3.885780586188048e-16,True,40.0,0.0
words,16384,q01,1000000000000.0,4.9873299934333204e-18,3.885780586188048e-16,True,40.0,0.0
words,16384,q02,0.0,1.0842021724855044e-17,1.7737547541862853e-16,True,40.0,0.0
words,16384,q02,0.0137,1.0245710529988017e-17,1.767791642237615e-16,True,40.0,0.0
words,16384,q02,1.0,1.0028870095490916e-17,1.765623237892644e-16,True,40.0,0.0
words,16384,q02,1234.5,9.107298248878237e-18,1.7564075194265172e-16,True,40.0,0.0
words,16384,q02,1000000000000.0,9.703609443745265e-18,1.7623706313751875e-16,True,40.0,0.0
words,16384,q03,0.0,1.1102230246251565e-16,1.162332491540241e-16,True,40.0,0.0
words,16384,q03,0.0137,1.1102230246251565e-16,1.1748346978417146e-16,True,40.0,0.0
words,16384,q03,1.0,5.551115123125783e-17,2.220446049250313e-16,True,40.0,0.0
words,16384,q03,1234.5,5.7123901962830015e-18,2.220446049250313e-16,True,40.0,0.0
words,16384,q03,1000000000000.0,1.1102230246251565e-16,1.1653818101503566e-16,True,40.0,0.0
hybrid,256,q01,0.0,1.1102230246251565e-16,2.706168622523819e-16,True,40.0,0.0
hybrid,256,q01,0.0137,5.551115123125783e-17,2.636779683484747e-16,True,40.0,0.0
hybrid,256,q01,1.0,1.1102230246251565e-16,2.636779683484747e-16,True,40.0,0.0
hybrid,256,q01,1234.5,5.551115123125783e-17,2.636779683484747e-16,True,40.0,0.0
hybrid,256,q01,1000000000000.0,1.1102230246251565e-16,2.706168622523819e-16,True,40.0,0.0
hybrid,256,q02,0.0,3.122502256758253e-17,3.3306690738754696e-16,True,40.0,0.0
